protein_id	source	ncbi_taxid	genus	species	strain_or_gene	assembly	description	source_accession
Obelisk_000208_000001_000004_2	OBELISK	32644	NA	NA	.	Obelisk_000208_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR873464
Obelisk_000208_000001_000004_3	OBELISK	32644	NA	NA	.	Obelisk_000208_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR873464
Obelisk_000209_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000209_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR7976300
Obelisk_000209_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000209_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR7976300
Obelisk_000209_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000209_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR9214144
Obelisk_000209_000002_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000209_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR9214144
Obelisk_000209_000002_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000209_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR9214146
Obelisk_000209_000002_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000209_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR9214146
Obelisk_000209_000002_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000209_000002_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR9214145
Obelisk_000209_000002_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000209_000002_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR9214145
Obelisk_000210_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416058
Obelisk_000210_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416058
Obelisk_000210_000001_000001_3	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416058
Obelisk_000210_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416061
Obelisk_000210_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416061
Obelisk_000210_000001_000002_3	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416061
Obelisk_000210_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416068
Obelisk_000210_000001_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416068
Obelisk_000210_000001_000003_3	OBELISK	32644	NA	NA	.	Obelisk_000210_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416068
Obelisk_000211_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000211_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR6837977
Obelisk_000211_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000211_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR6837977
Obelisk_000211_000001_000001_3	OBELISK	32644	NA	NA	.	Obelisk_000211_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR6837977
Obelisk_000212_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000212_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118738
Obelisk_000212_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000212_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118738
Obelisk_000213_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000213_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Homo sapiens | notes=.	SRR6760329
Obelisk_000213_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000213_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Homo sapiens | notes=.	SRR6760329
Obelisk_000214_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000214_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR6837974
Obelisk_000214_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000214_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR6837974
Obelisk_000215_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000215_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048119
Obelisk_000215_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000215_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048119
Obelisk_000215_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000215_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048120
Obelisk_000215_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000215_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048120
Obelisk_000216_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000216_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	SRR9128879
Obelisk_000216_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000216_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	SRR9128879
Obelisk_000216_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000216_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	SRR9098839
Obelisk_000216_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000216_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	SRR9098839
Obelisk_000217_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000217_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR6837977
Obelisk_000217_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000217_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR6837977
Obelisk_000218_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580847
Obelisk_000218_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580847
Obelisk_000218_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580848
Obelisk_000218_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580848
Obelisk_000218_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580849
Obelisk_000218_000001_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580849
Obelisk_000218_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580850
Obelisk_000218_000001_000004_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580850
Obelisk_000218_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580851
Obelisk_000218_000001_000005_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580851
Obelisk_000218_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118744
Obelisk_000218_000002_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118744
Obelisk_000218_000002_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118739
Obelisk_000218_000002_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118739
Obelisk_000218_000002_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118746
Obelisk_000218_000002_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118746
Obelisk_000218_000002_000004_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118747
Obelisk_000218_000002_000004_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118747
Obelisk_000218_000002_000005_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118748
Obelisk_000218_000002_000005_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118748
Obelisk_000218_000002_000006_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118743
Obelisk_000218_000002_000006_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118743
Obelisk_000218_000002_000007_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118740
Obelisk_000218_000002_000007_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118740
Obelisk_000218_000002_000008_1	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000008	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118745
Obelisk_000218_000002_000008_2	OBELISK	32644	NA	NA	.	Obelisk_000218_000002_000008	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118745
Obelisk_000219_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000219_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR10972811
Obelisk_000219_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000219_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR10972811
Obelisk_000220_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000220_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR12681655
Obelisk_000220_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000220_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR12681655
Obelisk_000221_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000221_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466728
Obelisk_000221_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000221_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466728
Obelisk_000221_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000221_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467090
Obelisk_000221_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000221_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467090
Obelisk_000221_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000221_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467091
Obelisk_000221_000001_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000221_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467091
Obelisk_000221_000001_000003_3	OBELISK	32644	NA	NA	.	Obelisk_000221_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467091
Obelisk_000222_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000222_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840725
Obelisk_000222_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000222_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840725
Obelisk_000223_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000223_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Sus scrofa | notes=.	SRR10095860
Obelisk_000223_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000223_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Sus scrofa | notes=.	SRR10095860
Obelisk_000223_000001_000001_3	OBELISK	32644	NA	NA	.	Obelisk_000223_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Sus scrofa | notes=.	SRR10095860
Obelisk_000224_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000224_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215121
Obelisk_000225_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000225_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158631
Obelisk_000225_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000225_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158631
Obelisk_000225_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000225_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158638
Obelisk_000225_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000225_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158638
Obelisk_000226_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000226_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR10972810
Obelisk_000226_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000226_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR10972810
Obelisk_000227_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000227_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158631
Obelisk_000227_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000227_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158631
Obelisk_000227_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000227_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158634
Obelisk_000227_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000227_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158634
Obelisk_000228_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR10541670
Obelisk_000228_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR10541670
Obelisk_000228_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215117
Obelisk_000228_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215117
Obelisk_000228_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215119
Obelisk_000228_000001_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215119
Obelisk_000228_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215120
Obelisk_000228_000001_000004_2	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215120
Obelisk_000228_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215121
Obelisk_000228_000001_000005_2	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215121
Obelisk_000228_000001_000006_1	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6962695
Obelisk_000228_000001_000006_2	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6962695
Obelisk_000228_000001_000007_1	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6962709
Obelisk_000228_000001_000007_2	OBELISK	32644	NA	NA	.	Obelisk_000228_000001_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6962709
Obelisk_000229_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000229_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR10541670
Obelisk_000229_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000229_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR10541670
Obelisk_000229_000001_000001_3	OBELISK	32644	NA	NA	.	Obelisk_000229_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR10541670
Obelisk_000229_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000229_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215119
Obelisk_000229_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000229_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215119
Obelisk_000229_000001_000002_3	OBELISK	32644	NA	NA	.	Obelisk_000229_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215119
Obelisk_000229_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000229_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR5215120
