protein_id	source	ncbi_taxid	genus	species	description
T_tenax_NG.00g102390		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein
T_tenax_NG.00g025040		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein
T_tenax_NG.00g053060		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein
T_tenax_NG.00g084900		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein
T_tenax_NG.00g052350		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein
T_tenax_NG.00g175010		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein
T_tenax_NG.00g008090		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein
T_tenax_NG.00g124710		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein
T_tenax_NG.00g050400		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein (Substrate of the Dot/Icm secretion system)
T_tenax_NG.00g115970		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein (Substrate of the Dot/Icm secretion system)
T_tenax_NG.00g145020		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein (Substrate of the Dot/Icm secretion system)
T_tenax_NG.00g177650		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 34
T_tenax_NG.00g093500		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 34-like
T_tenax_NG.00g088410		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 34-like
T_tenax_NG.00g122960		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 48
T_tenax_NG.00g080060		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 51
T_tenax_NG.00g180850		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 51
T_tenax_NG.00g117260		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 56
T_tenax_NG.00g164890		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 71
T_tenax_NG.00g023060		43075	Trichomonas	tenax	Leucine-rich repeat-containing protein 9
T_tenax_NG.00g025070		43075	Trichomonas	tenax	leucyl-tRNA synthetase 
T_tenax_NG.00g022740		43075	Trichomonas	tenax	Leukocyte surface antigen CD53-like
T_tenax_NG.00g079830		43075	Trichomonas	tenax	LidE
T_tenax_NG.00g026260		43075	Trichomonas	tenax	LIM domain containing protein
T_tenax_NG.00g060050		43075	Trichomonas	tenax	LIM domain containing protein
T_tenax_NG.00g038530		43075	Trichomonas	tenax	LIM domain containing protein
T_tenax_NG.00g109530		43075	Trichomonas	tenax	LIM domain containing protein
T_tenax_NG.00g180500		43075	Trichomonas	tenax	LIM zinc-binding domain-containing protein
T_tenax_NG.00g092740		43075	Trichomonas	tenax	LIM zinc-binding domain-containing protein
T_tenax_NG.00g141880		43075	Trichomonas	tenax	Lipase
T_tenax_NG.00g131850		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g152860		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g096050		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g179800		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g019120		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g048820		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g004920		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g099540		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g040270		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g137400		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g173530		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g163960		43075	Trichomonas	tenax	lipase 
T_tenax_NG.00g071530		43075	Trichomonas	tenax	lipoate-protein ligase 
T_tenax_NG.00g027910		43075	Trichomonas	tenax	lipoprotein, partial 
T_tenax_NG.00g060300		43075	Trichomonas	tenax	lipoyltransferase and lipoate-protein ligase containing protein 
T_tenax_NG.00g139620		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g121210		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g151620		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g064800		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g023340		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g080580		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g043720		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g191090		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g065510		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g016290		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g040760		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g000590		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g123070		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g062560		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g141700		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g002510		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g017590		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g004220		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g024330		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g013850		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g124570		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g029740		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g039200		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g044660		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g083040		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g094520		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g148610		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g012240		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g062880		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g132570		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g186960		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g014550		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g086400		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g090750		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g057270		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g170960		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g151190		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g174720		43075	Trichomonas	tenax	LisH domain-containing protein
T_tenax_NG.00g101620		43075	Trichomonas	tenax	LMBR1-like conserved region family protein 
T_tenax_NG.00g029980		43075	Trichomonas	tenax	LMBR1-like conserved region family protein 
T_tenax_NG.00g189300		43075	Trichomonas	tenax	LMBR1-like conserved region family protein 
T_tenax_NG.00g120400		43075	Trichomonas	tenax	LMBR1-like conserved region family protein 
T_tenax_NG.00g006890		43075	Trichomonas	tenax	LOC300675 protein 
T_tenax_NG.00g042840		43075	Trichomonas	tenax	LOC300675 protein 
T_tenax_NG.00g024380		43075	Trichomonas	tenax	LOC300675 protein 
T_tenax_NG.00g051880		43075	Trichomonas	tenax	LOC300675 protein 
T_tenax_NG.00g161930		43075	Trichomonas	tenax	LOC397994 protein 
T_tenax_NG.00g057420		43075	Trichomonas	tenax	LOC443698 protein 
T_tenax_NG.00g162090		43075	Trichomonas	tenax	LOC51668 protein 
T_tenax_NG.00g189710		43075	Trichomonas	tenax	LOC51668 protein 
T_tenax_NG.00g055450		43075	Trichomonas	tenax	longevity assurance protein 
T_tenax_NG.00g068490		43075	Trichomonas	tenax	longevity assurance protein 
T_tenax_NG.00g006270		43075	Trichomonas	tenax	longevity assurance protein 
T_tenax_NG.00g073380		43075	Trichomonas	tenax	longevity assurance protein, partial 
T_tenax_NG.00g161130		43075	Trichomonas	tenax	longevity assurance protein, partial 
T_tenax_NG.00g173790		43075	Trichomonas	tenax	Longin domain-containing protein
T_tenax_NG.00g127040		43075	Trichomonas	tenax	Longin domain-containing protein
T_tenax_NG.00g109910		43075	Trichomonas	tenax	Longin domain-containing protein
T_tenax_NG.00g118000		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g017400		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g043060		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g172680		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g184750		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g169710		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g172980		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g066230		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g151790		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g161850		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g044340		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g177410		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g077240		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g182870		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g183390		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g129630		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g097510		43075	Trichomonas	tenax	Loricrin
T_tenax_NG.00g097500		43075	Trichomonas	tenax	Loricrin
T_tenax_00g097330		43075	Trichomonas	tenax	loricrin
T_tenax_00g167630		43075	Trichomonas	tenax	loricrin
T_tenax_NG.00g163950		43075	Trichomonas	tenax	loricrin 
T_tenax_NG.00g166870		43075	Trichomonas	tenax	loricrin 
T_tenax_NG.00g033130		43075	Trichomonas	tenax	loricrin 
T_tenax_NG.00g000840		43075	Trichomonas	tenax	loricrin 
T_tenax_NG.00g169540		43075	Trichomonas	tenax	loricrin 
T_tenax_NG.00g096990		43075	Trichomonas	tenax	loricrin 
T_tenax_NG.00g070220		43075	Trichomonas	tenax	loricrin 
T_tenax_NG.00g083110		43075	Trichomonas	tenax	loricrin 
T_tenax_NG.00g069140		43075	Trichomonas	tenax	loricrin 
T_tenax_00g125330		43075	Trichomonas	tenax	loricrin Erythrocyte membrane protein, putative
T_tenax_NG.00g021660		43075	Trichomonas	tenax	low molecular weight phosphotyrosine protein phosphatase 
T_tenax_NG.00g176900		43075	Trichomonas	tenax	low molecular weight phosphotyrosine protein phosphatase 
T_tenax_NG.00g175840		43075	Trichomonas	tenax	low molecular weight phosphotyrosine protein phosphatase 
T_tenax_NG.00g034630		43075	Trichomonas	tenax	low molecular weight phosphotyrosine protein phosphatase 
T_tenax_NG.00g058090		43075	Trichomonas	tenax	low molecular weight phosphotyrosine protein phosphatase 
T_tenax_NG.00g092820		43075	Trichomonas	tenax	low molecular weight phosphotyrosine protein phosphatase 
T_tenax_NG.00g165600		43075	Trichomonas	tenax	low molecular weight phosphotyrosine protein phosphatase 
T_tenax_NG.00g068410		43075	Trichomonas	tenax	low molecular weight phosphotyrosine protein phosphatase 
T_tenax_NG.00g095880		43075	Trichomonas	tenax	Low temperature viability protein 
T_tenax_NG.00g180380		43075	Trichomonas	tenax	LPD25 domain-containing protein
T_tenax_NG.00g059200		43075	Trichomonas	tenax	LPS biosynthesis protein
T_tenax_NG.00g029720		43075	Trichomonas	tenax	LPS export ABC transporter periplasmic protein LptC
T_tenax_NG.00g125050		43075	Trichomonas	tenax	LRAT domain-containing protein
T_tenax_NG.00g152830		43075	Trichomonas	tenax	LRAT domain-containing protein
T_tenax_NG.00g183790		43075	Trichomonas	tenax	LRAT domain-containing protein
T_tenax_NG.00g187520		43075	Trichomonas	tenax	LRRcap domain-containing protein
T_tenax_NG.00g025840		43075	Trichomonas	tenax	LRRcap domain-containing protein
T_tenax_NG.00g133810		43075	Trichomonas	tenax	LRRcap domain-containing protein
T_tenax_NG.00g118360		43075	Trichomonas	tenax	LST8 protein 
T_tenax_NG.00g017200		43075	Trichomonas	tenax	Lung seven transmembrane receptor family protein
T_tenax_NG.00g177910		43075	Trichomonas	tenax	Lung seven transmembrane receptor family protein
T_tenax_NG.00g144910		43075	Trichomonas	tenax	Lung seven transmembrane receptor family protein
T_tenax_NG.00g138970		43075	Trichomonas	tenax	Lung seven transmembrane receptor family protein
T_tenax_NG.00g097490		43075	Trichomonas	tenax	LysM domain-containing protein
T_tenax_NG.00g100210		43075	Trichomonas	tenax	LysM domain-containing protein
T_tenax_NG.00g052760		43075	Trichomonas	tenax	lysozyme 
T_tenax_NG.00g082840		43075	Trichomonas	tenax	lysozyme 
T_tenax_NG.00g139120		43075	Trichomonas	tenax	lysyl-tRNA synthetase family protein 
T_tenax_NG.00g107640		43075	Trichomonas	tenax	M protein 
T_tenax_NG.00g118140		43075	Trichomonas	tenax	M protein repeat protein
T_tenax_NG.00g173980		43075	Trichomonas	tenax	M protein repeat protein
T_tenax_NG.00g044780		43075	Trichomonas	tenax	M protein repeat protein
T_tenax_NG.00g112090		43075	Trichomonas	tenax	M18 family aminopeptidase
T_tenax_NG.00g023760		43075	Trichomonas	tenax	M18 family aminopeptidase
T_tenax_NG.00g093380		43075	Trichomonas	tenax	M18 family aminopeptidase
T_tenax_NG.00g148520		43075	Trichomonas	tenax	Mab-21 domain-containing protein
T_tenax_NG.00g102530		43075	Trichomonas	tenax	Mab-21 domain-containing protein
T_tenax_NG.00g158230		43075	Trichomonas	tenax	Mab-21 domain-containing protein
T_tenax_NG.00g072040		43075	Trichomonas	tenax	Mab-21 domain-containing protein
T_tenax_NG.00g060090		43075	Trichomonas	tenax	Mab-21 domain-containing protein
T_tenax_NG.00g139430		43075	Trichomonas	tenax	MACPF domain-containing protein
T_tenax_NG.00g078020		43075	Trichomonas	tenax	MACPF domain-containing protein
T_tenax_NG.00g075240		43075	Trichomonas	tenax	Macro domain-containing protein
T_tenax_NG.00g067990		43075	Trichomonas	tenax	Macro domain-containing protein
T_tenax_NG.00g071570		43075	Trichomonas	tenax	Macro domain-containing protein
T_tenax_NG.00g115930		43075	Trichomonas	tenax	Maestro heat-like repeat-containing protein family member 9
T_tenax_NG.00g174460		43075	Trichomonas	tenax	maf protein 
T_tenax_NG.00g122090		43075	Trichomonas	tenax	Maf-like protein 
T_tenax_NG.00g087510		43075	Trichomonas	tenax	MAGE domain-containing protein
T_tenax_NG.00g013780		43075	Trichomonas	tenax	MAGE domain-containing protein
T_tenax_NG.00g004790		43075	Trichomonas	tenax	Magnesium chelatase
T_tenax_NG.00g064360		43075	Trichomonas	tenax	Magnetosome protein
T_tenax_NG.00g102270		43075	Trichomonas	tenax	Major facilitator superfamily domain-containing protein 5
T_tenax_NG.00g121420		43075	Trichomonas	tenax	Major facilitator superfamily domain-containing protein 5
T_tenax_NG.00g036060		43075	Trichomonas	tenax	Major facilitator superfamily domain-containing protein 5
T_tenax_NG.00g170090		43075	Trichomonas	tenax	Major facilitator superfamily domain-containing protein 6
T_tenax_NG.00g050120		43075	Trichomonas	tenax	Major facilitator superfamily transporter
T_tenax_NG.00g015820		43075	Trichomonas	tenax	Major facilitator superfamily transporter
T_tenax_00g157420		43075	Trichomonas	tenax	major facilitator superfamily transporter
T_tenax_00g141090		43075	Trichomonas	tenax	major facilitator superfamily transporter
T_tenax_00g066600		43075	Trichomonas	tenax	major facilitator superfamily transporter
T_tenax_00g066620		43075	Trichomonas	tenax	major facilitator superfamily transporter
T_tenax_NG.00g168630		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g042750		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g048550		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g142000		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g109190		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g169630		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g017830		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g061160		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g128570		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g086900		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g018480		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g144370		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g091530		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g029900		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g040010		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g105010		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g131300		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g132180		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g178360		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g123670		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g122500		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g067920		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g045350		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g058380		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g190210		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g056630		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g135210		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g017410		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g014930		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g121070		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g150800		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g038720		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g092880		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g099330		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g105780		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g101490		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g175230		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g093460		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g097750		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g084570		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g054490		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g152000		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g032490		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g017660		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g106680		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g133680		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g028910		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g032760		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g111040		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g153330		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g131570		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g131560		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g064980		43075	Trichomonas	tenax	major facilitator superfamily transporter 
T_tenax_NG.00g028130		43075	Trichomonas	tenax	Major sperm protein
T_tenax_NG.00g161610		43075	Trichomonas	tenax	Major sperm protein
T_tenax_NG.00g157660		43075	Trichomonas	tenax	Mak16 protein 
T_tenax_NG.00g065180		43075	Trichomonas	tenax	malate dehydrogenase 
T_tenax_NG.00g000770		43075	Trichomonas	tenax	malate dehydrogenase 
T_tenax_NG.00g040160		43075	Trichomonas	tenax	malate dehydrogenase 
T_tenax_NG.00g033010		43075	Trichomonas	tenax	Malate dehydrogenase 
T_tenax_NG.00g077330		43075	Trichomonas	tenax	malate dehydrogenase 
T_tenax_NG.00g135740		43075	Trichomonas	tenax	malate dehydrogenase:SUBUNIT=A 
T_tenax_NG.00g185770		43075	Trichomonas	tenax	malate dehydrogenase:SUBUNIT=A 
T_tenax_NG.00g117430		43075	Trichomonas	tenax	Malectin domain-containing protein
T_tenax_NG.00g086110		43075	Trichomonas	tenax	malic enzyme 
T_tenax_NG.00g017380		43075	Trichomonas	tenax	MAM domain-containing protein
T_tenax_NG.00g159410		43075	Trichomonas	tenax	Mannitol dehydrogenase
T_tenax_NG.00g119070		43075	Trichomonas	tenax	mannose-6-phosphate isomerase, class I family protein 
T_tenax_NG.00g043430		43075	Trichomonas	tenax	Mannose-P-dolichol utilization defect 1 protein homolog
T_tenax_NG.00g040390		43075	Trichomonas	tenax	Mannosyltransferase
T_tenax_NG.00g190500		43075	Trichomonas	tenax	Mannosyltransferase
T_tenax_NG.00g181920		43075	Trichomonas	tenax	MaoC-like domain-containing protein
T_tenax_NG.00g118470		43075	Trichomonas	tenax	MARVEL domain-containing protein
T_tenax_NG.00g162340		43075	Trichomonas	tenax	MARVEL domain-containing protein
T_tenax_NG.00g127870		43075	Trichomonas	tenax	MARVEL domain-containing protein
T_tenax_NG.00g013270		43075	Trichomonas	tenax	MARVEL domain-containing protein
T_tenax_NG.00g159030		43075	Trichomonas	tenax	MASE3 domain-containing protein
T_tenax_NG.00g011660		43075	Trichomonas	tenax	MASE4 domain-containing protein
T_tenax_NG.00g134290		43075	Trichomonas	tenax	Maspardin
T_tenax_NG.00g090030		43075	Trichomonas	tenax	Maspardin
T_tenax_NG.00g067110		43075	Trichomonas	tenax	MAT1 domain-containing protein
T_tenax_00g050550		43075	Trichomonas	tenax	MatE family protein
T_tenax_00g158400		43075	Trichomonas	tenax	MatE family protein
T_tenax_NG.00g139410		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g091070		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g139650		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g149630		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g035970		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g019420		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g159080		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g048970		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g162930		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g003650		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g004510		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g089300		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g144930		43075	Trichomonas	tenax	MatE family protein 
T_tenax_NG.00g090220		43075	Trichomonas	tenax	MATH domain containing protein 
T_tenax_NG.00g179020		43075	Trichomonas	tenax	mature parasite-infected erythrocyte surface antigen 
T_tenax_NG.00g062600		43075	Trichomonas	tenax	MBOAT family protein 
T_tenax_NG.00g003510		43075	Trichomonas	tenax	MBOAT family protein 
T_tenax_NG.00g120670		43075	Trichomonas	tenax	MBOAT family protein 
T_tenax_NG.00g053800		43075	Trichomonas	tenax	MBOAT family protein 
T_tenax_NG.00g062290		43075	Trichomonas	tenax	MCM2/3/5 family protein 
T_tenax_NG.00g091890		43075	Trichomonas	tenax	MCM2/3/5 family protein 
T_tenax_NG.00g012800		43075	Trichomonas	tenax	MCM2/3/5 family protein 
T_tenax_NG.00g047960		43075	Trichomonas	tenax	MCM2/3/5 family protein 
T_tenax_NG.00g043170		43075	Trichomonas	tenax	MCM2/3/5 family protein 
T_tenax_NG.00g079880		43075	Trichomonas	tenax	MdoG domain-containing protein
T_tenax_NG.00g151970		43075	Trichomonas	tenax	Meckelin
T_tenax_NG.00g046630		43075	Trichomonas	tenax	Meckelin
T_tenax_NG.00g187510		43075	Trichomonas	tenax	MED7 protein 
T_tenax_NG.00g107310		43075	Trichomonas	tenax	Mediator complex subunit 23
T_tenax_NG.00g089710		43075	Trichomonas	tenax	Mediator complex subunit 23
T_tenax_NG.00g044170		43075	Trichomonas	tenax	Mediator complex subunit 23
T_tenax_NG.00g157170		43075	Trichomonas	tenax	Mediator complex subunit 23
T_tenax_NG.00g184580		43075	Trichomonas	tenax	Mediator complex subunit 23
T_tenax_NG.00g144560		43075	Trichomonas	tenax	Mediator complex subunit 4
T_tenax_NG.00g056440		43075	Trichomonas	tenax	Mediator complex subunit 5
T_tenax_NG.00g136300		43075	Trichomonas	tenax	Mediator complex subunit 5
T_tenax_NG.00g057410		43075	Trichomonas	tenax	Mediator complex subunit 5
T_tenax_NG.00g032080		43075	Trichomonas	tenax	Mediator complex subunit 9
T_tenax_NG.00g096240		43075	Trichomonas	tenax	Mediator of cell motility 1
T_tenax_NG.00g094020		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 1
T_tenax_NG.00g110440		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 1
T_tenax_NG.00g172090		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 10
T_tenax_NG.00g107410		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 11
T_tenax_NG.00g053970		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 11
T_tenax_NG.00g138930		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 14
T_tenax_NG.00g188500		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 14
T_tenax_NG.00g119130		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 14
T_tenax_NG.00g022770		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 14
T_tenax_NG.00g025110		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 14
T_tenax_NG.00g065880		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 20
T_tenax_NG.00g038830		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 21
T_tenax_NG.00g059390		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 21
T_tenax_NG.00g145420		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 21
T_tenax_NG.00g163590		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 22
T_tenax_NG.00g081460		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 23
T_tenax_NG.00g103720		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 23
T_tenax_NG.00g044510		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 23
T_tenax_NG.00g023610		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 23
T_tenax_NG.00g104960		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 23
T_tenax_NG.00g170080		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 23
T_tenax_NG.00g047830		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 23
T_tenax_NG.00g125040		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 23
T_tenax_NG.00g156990		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 24
T_tenax_NG.00g028420		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 24
